604,False,WINNER,WINNER
602,True,WINNER,WINNER
420,True,LOSER,LOSER
649,False,LOSER,LOSER
745,False,WINNER,WINNER
342,True,LOSER,LOSER
698,True,WINNER,WINNER
401,False,LOSER,LOSER
626,False,WINNER,WINNER
458,True,LOSER,LOSER
1,NEUTRAL
2,MOST YEARS
3,NO, 
4,YES, 
5,22
6,FEMALE
rel_5,NEUTRAL
com_1,AGREE
fai_1,DISAGREE
rel_1,DISAGREE
fai_3,STRONGLY DISAGREE
com_2,DISAGREE
com_3,STRONGLY DISAGREE
fai_4,STRONGLY DISAGREE
fai_2,STRONGLY DISAGREE
rel_2,NEUTRAL
fai_5,STRONGLY DISAGREE
com_5,NEUTRAL
1683036704.7835567, 1683036749.5410874, 1683036823.81557
